route,page_type,title,service,category,region,primary_keyword,secondary_keywords,meta_title,meta_description,canonical,robots_index,robots_follow,word_count,heading_h1,heading_h2_count,image_count,images_without_alt,internal_link_count,outbound_link_count,cta_text,cta_destination,schema_type,sitemap_included,rendering_method,revalidate_time,duplicate_title_risk,duplicate_content_risk,thin_content_risk,source_file
/repair/door-fall,static_sitemap,/repair/door-fall,,,,repair door-fall,,/repair/door-fall,,https://www.restorystudio.co.kr/repair/door-fall,true,true,0,/repair/door-fall,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/repair/drawer-rail,static_sitemap,/repair/drawer-rail,,,,repair drawer-rail,,/repair/drawer-rail,,https://www.restorystudio.co.kr/repair/drawer-rail,true,true,0,/repair/drawer-rail,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/repair/sliding-door,static_sitemap,/repair/sliding-door,,,,repair sliding-door,,/repair/sliding-door,,https://www.restorystudio.co.kr/repair/sliding-door,true,true,0,/repair/sliding-door,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/repair/bed-frame,static_sitemap,/repair/bed-frame,,,,repair bed-frame,,/repair/bed-frame,,https://www.restorystudio.co.kr/repair/bed-frame,true,true,0,/repair/bed-frame,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/repair/sofa-frame,static_sitemap,/repair/sofa-frame,,,,repair sofa-frame,,/repair/sofa-frame,,https://www.restorystudio.co.kr/repair/sofa-frame,true,true,0,/repair/sofa-frame,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/repair/sofa-sag,static_sitemap,/repair/sofa-sag,,,,repair sofa-sag,,/repair/sofa-sag,,https://www.restorystudio.co.kr/repair/sofa-sag,true,true,0,/repair/sofa-sag,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/repair/table-leg,static_sitemap,/repair/table-leg,,,,repair table-leg,,/repair/table-leg,,https://www.restorystudio.co.kr/repair/table-leg,true,true,0,/repair/table-leg,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/leather/dining-chair,static_sitemap,/leather/dining-chair,,,,leather dining-chair,,/leather/dining-chair,,https://www.restorystudio.co.kr/leather/dining-chair,true,true,0,/leather/dining-chair,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/leather/office-chair,static_sitemap,/leather/office-chair,,,,leather office-chair,,/leather/office-chair,,https://www.restorystudio.co.kr/leather/office-chair,true,true,0,/leather/office-chair,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/leather/restaurant-sofa,static_sitemap,/leather/restaurant-sofa,,,,leather restaurant-sofa,,/leather/restaurant-sofa,,https://www.restorystudio.co.kr/leather/restaurant-sofa,true,true,0,/leather/restaurant-sofa,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/leather/custom,static_sitemap,/leather/custom,,,,leather custom,,/leather/custom,,https://www.restorystudio.co.kr/leather/custom,true,true,0,/leather/custom,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/kitchen/fridge-cabinet,static_sitemap,/kitchen/fridge-cabinet,,,,kitchen fridge-cabinet,,/kitchen/fridge-cabinet,,https://www.restorystudio.co.kr/kitchen/fridge-cabinet,true,true,0,/kitchen/fridge-cabinet,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/kitchen/rocheong,static_sitemap,/kitchen/rocheong,,,,kitchen rocheong,,/kitchen/rocheong,,https://www.restorystudio.co.kr/kitchen/rocheong,true,true,0,/kitchen/rocheong,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,app/sitemap.ts
/repair,business_line,싱크대 수리,싱크대 수리,repair,,싱크대 수리,,싱크대 수리,"싱크대 상하부장, 양념장 레일 등
가구 전반의 출장 수리를 합니다.",https://www.restorystudio.co.kr/repair,true,true,23,싱크대 수리,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,일부 true/확인 필요,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,lib/site-config.ts
/kitchen,business_line,싱크대 리폼,싱크대 리폼,kitchen,,싱크대 리폼,,싱크대 리폼,"주방 가구의 외관(문짝·패널)을
교체해 새것처럼 바꿉니다.",https://www.restorystudio.co.kr/kitchen,true,true,19,싱크대 리폼,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,일부 true/확인 필요,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,lib/site-config.ts
/leather,business_line,가죽 리폼,가죽 리폼,leather,,가죽 리폼,,가죽 리폼,"의자 가죽이 찢어지거나 벗겨진 경우
인조가죽 교체(천갈이)를 합니다.",https://www.restorystudio.co.kr/leather,true,true,21,가죽 리폼,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,일부 true/확인 필요,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,lib/site-config.ts
/sofa/sofa-sagging,service,소파 꺼짐 복원,소파 꺼짐 복원,소파 리폼,,소파 꺼짐 복원,한쪽만 꺼진다|앉으면 바닥이 느껴진다|새 소파가 수백만원이다,소파 꺼짐 복원,소파가 꺼진 경우 내부 보강으로 해결합니다.,https://www.restorystudio.co.kr/sofa/sofa-sagging,true,true,27,소파 꺼짐 복원,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,Static/확인 필요,,확인 필요,확인 필요,높음/확인 필요,"lib/site-config.ts, app/[category]/[slug]/page.tsx"
/cases/case-097,case,"신림동 싱크대 상부장 추락 수리, 부서진 시공목을 다시 잡은 현장",상부장 처짐,싱크대 수리,서울 관악구 신림동,신림동 싱크대 상부장 추락,신림동 싱크대 상부장 수리|신림동 상부장 추락 수리|신림동 상부장 시공목|관악구 싱크대 상부장 추락|관악구 싱크대 상부장 수리|관악구 상부장 추락 수리|서울 싱크대 상부장 추락|서울 상부장 시공목 수리|리스토리 스튜디오,"신림동 싱크대 상부장 추락 수리, 부서진 시공목을 다시 잡은 현장","서울 관악구 신림동 싱크대 상부장 추락 수리 사례입니다. 상부장 뒤쪽에서 장을 잡아주던 시공목이 부서져 장이 내려온 상태였고, 장을 내린 뒤 합판으로 고정 구조를 다시 잡고 상부장을 재결합했습니다.",https://www.restorystudio.co.kr/cases/case-097,true,true,75,"신림동 싱크대 상부장 추락 수리, 부서진 시공목을 다시 잡은 현장",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-096,case,"마포구 싱크대 상부장 처짐 수리, 문짝보다 먼저 확인한 내부 연결 상태",상부장 처짐,싱크대 수리,서울 마포구,마포구 싱크대 상부장 처짐,마포구 상부장 수리|싱크대 상부장 처짐 수리|상부장 처짐 원인|상부장 보강|시공목 연결 보강|싱크대 수리|서울 상부장 처짐|주방 상부장 수리|리스토리 스튜디오,"마포구 싱크대 상부장 처짐 수리, 문짝보다 먼저 확인한 내부 연결 상태","서울 마포구 싱크대 상부장 처짐 사례입니다. 시공목 자체보다 이전 시공에서 시공목과 장 내부를 연결하는 피스가 빠져 있던 상태를 확인했고, 상부장을 내린 뒤 원인을 파악해 보강하며 마무리했습니다.",https://www.restorystudio.co.kr/cases/case-096,true,true,93,"마포구 싱크대 상부장 처짐 수리, 문짝보다 먼저 확인한 내부 연결 상태",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-095,case,"강서구 화곡동 싱크대 하부장 밑판 교체, 전체 교체 대신 밑판만 정리한 사례",하부장 밑판 교체,싱크대 수리,서울 강서구 화곡동,강서구 싱크대 하부장 밑판 교체,화곡동 싱크대 하부장 밑판 교체|싱크대 하부장 밑판 교체|하부장 밑판 교체|하부장 바닥 교체|싱크대 하부장 수리|싱크대 밑판 물먹음|싱크대 밑판 교체|강서구 싱크대 수리|리스토리 스튜디오,"강서구 화곡동 싱크대 하부장 밑판 교체, 전체 교체 대신 밑판만 정리한 사례","서울 강서구 화곡동 싱크대 하부장 밑판 교체 사례입니다. 습기로 밑판이 불어 터진 상태였고, 장 전체 교체가 아니라 손상된 밑판만 제거한 뒤 새 밑판으로 정리했습니다.",https://www.restorystudio.co.kr/cases/case-095,true,true,108,"강서구 화곡동 싱크대 하부장 밑판 교체, 전체 교체 대신 밑판만 정리한 사례",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-094,case,"일산 병원 워커 인조가죽 교체, 환자 눈에 먼저 보이는 3가지 신호",특수 가죽 교체,가죽 리폼,경기 일산,일산 병원 워커 인조가죽 교체,일산 워커 천갈이|일산 병원 장비 가죽 교체|워커 인조가죽 교체|워커 팔받침 가죽 교체|병원 워커 가죽 교체|병원 장비 천갈이|특수 가죽 교체|가죽 리폼|리스토리 스튜디오,"일산 병원 워커 인조가죽 교체, 환자 눈에 먼저 보이는 3가지 신호","경기 일산 병원 워커 인조가죽 교체 천갈이 사례입니다. 환자분들이 손을 올리는 패드 부분의 코팅이 벗겨지고 내부 원단이 보이던 상태였고, 프레임은 유지한 채 손이 닿는 가죽 부분만 새 인조가죽으로 다시 감싸 정리했습니다.",https://www.restorystudio.co.kr/cases/case-094,true,true,108,"일산 병원 워커 인조가죽 교체, 환자 눈에 먼저 보이는 3가지 신호",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-093,case,"사당동 싱크대 상부장 처짐 수리, 주방이 무너지는 신호처럼 보였던 틈",상부장 처짐,싱크대 수리,서울 사당동,사당동 싱크대 상부장 처짐 수리,사당동 상부장 수리|사당동 싱크대 수리|싱크대 상부장 처짐 수리|싱크대 상부장 수리|상부장 처짐|상부장 보강|시공목 보강|주방 상부장 수리|리스토리 스튜디오,"사당동 싱크대 상부장 처짐 수리, 주방이 무너지는 신호처럼 보였던 틈","서울 사당동 싱크대 상부장 처짐 수리 사례입니다. 상부장이 앞으로 처지며 천장과 장 사이 틈이 벌어진 상태였고, 실제 원인은 부실하게 시공된 시공목으로 확인되었습니다. 장을 내린 뒤 시공목을 보강하고 다시 결합해 안정적으로 사용할 수 있도록 정리했습니다.",https://www.restorystudio.co.kr/cases/case-093,true,true,103,"사당동 싱크대 상부장 처짐 수리, 주방이 무너지는 신호처럼 보였던 틈",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-092,case,"고양시 식탁의자 인조가죽 교체, 4개 의자를 버리기 전 확인한 1가지",의자 천갈이,가죽 리폼,경기 고양시,고양시 식탁의자 인조가죽 교체,고양시 의자 천갈이|고양시 식탁의자 천갈이|고양시 의자 인조가죽 교체|식탁의자 인조가죽 교체|식탁의자 천갈이|의자 좌판 가죽 교체|국산 인조가죽 교체|가죽 리폼|리스토리 스튜디오,"고양시 식탁의자 인조가죽 교체, 4개 의자를 버리기 전 확인한 1가지","경기 고양시 식탁의자 인조가죽 교체 사례입니다. 기존 좌판 인조가죽이 얇아 표면 벗겨짐과 찢김이 올라온 상태였고, 프레임은 유지한 채 새 국산 인조가죽으로 좌판을 다시 감싸 정리했습니다.",https://www.restorystudio.co.kr/cases/case-092,true,true,114,"고양시 식탁의자 인조가죽 교체, 4개 의자를 버리기 전 확인한 1가지",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-090,case,"잠실 싱크대 문짝 교체, 누렇게 변한 UV 하이그로시 문짝 교체 사례",싱크대 리폼,싱크대 리폼,서울 잠실,잠실 싱크대 문짝 교체,잠실 싱크대 리폼|잠실 주방 리폼|싱크대 문짝 교체|싱크대 문 교체|주방 문짝 교체|UV 하이그로시 문짝|싱크대 리폼|주방 리폼|리스토리 스튜디오,"잠실 싱크대 문짝 교체, 누렇게 변한 UV 하이그로시 문짝 교체 사례",서울 잠실 싱크대 문짝 교체 사례입니다. 오래된 UV 하이그로시 문짝이 누렇게 변하고 낡아 보였던 주방을 새 문짝 맞춤 제작과 교체로 정리했습니다.,https://www.restorystudio.co.kr/cases/case-090,true,true,113,"잠실 싱크대 문짝 교체, 누렇게 변한 UV 하이그로시 문짝 교체 사례",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-091,case,"송파구 싱크대 하부장 밑판 교체, 물에 불어 냄새가 나던 밑판 교체 사례",하부장 밑판 교체,싱크대 수리,서울 송파구,송파구 싱크대 수리,송파구 싱크대 하부장 밑판 교체|싱크대 하부장 밑판 교체|하부장 밑판 교체|하부장 수리|싱크대 냄새|싱크대 물먹음|주방 하부장 수리|리스토리 스튜디오,"송파구 싱크대 하부장 밑판 교체, 물에 불어 냄새가 나던 밑판 교체 사례","서울 송파구 싱크대 하부장 밑판 교체 사례입니다. 물에 불어 오염과 냄새가 올라오던 하부장 내부를 확인한 뒤, 전체 교체가 아니라 손상된 밑판만 제거하고 새 밑판을 다시 부착했습니다.",https://www.restorystudio.co.kr/cases/case-091,true,true,114,"송파구 싱크대 하부장 밑판 교체, 물에 불어 냄새가 나던 밑판 교체 사례",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-089,case,"용산 싱크대 상부장 추락, 수리 불가로 상부장 맞춤 제작 교체한 사례",상부장 처짐,싱크대 수리,서울 용산,용산 싱크대 상부장 처짐,용산 싱크대 상부장 추락|용산 상부장 교체|용산 상부장 맞춤 제작|용산 싱크대 수리|싱크대 상부장 수리|싱크대 상부장 교체|싱크대 상부장 맞춤 제작|주방 상부장 제작|주방 상부장 교체|상부장 처짐 수리|상부장 추락 수리|싱크대 리폼|주방 리모델링|리스토리 스튜디오,"용산 싱크대 상부장 추락, 수리 불가로 상부장 맞춤 제작 교체한 사례",서울 용산 싱크대 상부장 추락 사례입니다. 오래된 상부장 내부 PB가 파손되어 기존 장을 다시 고정할 수 없는 상태였습니다. 철거 후 실측을 진행하고 영업일 기준 3~5일 뒤 새 상부장을 맞춤 제작하여 설치했습니다.,https://www.restorystudio.co.kr/cases/case-089,true,true,95,"용산 싱크대 상부장 추락, 수리 불가로 상부장 맞춤 제작 교체한 사례",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-088,case,"구로구 싱크대 상부장 처짐, 시공목 보강 후 재결합",상부장 처짐,싱크대 수리,서울 구로구,구로구 싱크대 상부장 처짐,구로구 상부장 처짐|서울 상부장 처짐|싱크대 상부장 처짐|싱크대 상부장 수리|상부장 시공목|시공목 보강|상부장 재결합|주방 상부장 수리|리스토리 스튜디오,"구로구 싱크대 상부장 처짐, 시공목 보강 후 재결합","서울 구로구 싱크대 상부장 처짐 사례입니다. 뒤쪽 시공목이 빠지면서 장이 처진 상태로 확인되어, 시공목을 보강하고 상부장을 다시 결합했습니다.",https://www.restorystudio.co.kr/cases/case-088,true,true,65,"구로구 싱크대 상부장 처짐, 시공목 보강 후 재결합",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-087,case,"계양구 싱크대 상부장 처짐, 시공목 보강 후 재결합",상부장 처짐,싱크대 수리,인천 계양구,계양구 싱크대 상부장 처짐,계양구 상부장 처짐|인천 상부장 처짐|싱크대 상부장 처짐|싱크대 상부장 수리|상부장 시공목|시공목 보강|상부장 재결합|주방 상부장 수리|리스토리 스튜디오,"계양구 싱크대 상부장 처짐, 시공목 보강 후 재결합","인천 계양구 싱크대 상부장 처짐 사례입니다. 뒤쪽 시공목이 빠지면서 장이 처진 상태로 확인되어, 장을 내린 뒤 시공목을 보강하고 상부장을 다시 결합했습니다.",https://www.restorystudio.co.kr/cases/case-087,true,true,75,"계양구 싱크대 상부장 처짐, 시공목 보강 후 재결합",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,높음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-086,case,"송파 식탁의자 인조가죽 천갈이, 좌판 손상만 다시 정리한 사례",의자 천갈이,가죽 리폼,서울 송파,송파 식탁의자 인조가죽 천갈이,송파 식탁의자 천갈이|송파 의자 천갈이|송파 인조가죽 교체|식탁의자 인조가죽 천갈이|식탁의자 천갈이|의자 좌판 천갈이|인조가죽 천갈이|가죽 리폼|리스토리 스튜디오,"송파 식탁의자 인조가죽 천갈이, 좌판 손상만 다시 정리한 사례","서울 송파 식탁의자 인조가죽 천갈이 사례입니다. 원목 프레임은 그대로 사용할 수 있어 보였고, 좌판 앞쪽과 측면의 인조가죽이 벗겨지고 갈라진 상태였습니다. 좌판을 분리한 뒤 새 인조가죽 원단으로 다시 감싸 4개 식탁의자의 앉는 부분을 정돈했습니다.",https://www.restorystudio.co.kr/cases/case-086,true,true,140,"송파 식탁의자 인조가죽 천갈이, 좌판 손상만 다시 정리한 사례",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,낮음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-085,case,구로 회의실 대형 테이블 상판 인조가죽 패드 교체,회의실 테이블 가죽 교체,가죽 리폼,서울 구로구,구로 회의실 테이블 가죽 교체,구로 회의실 테이블 패드 교체|구로 테이블 상판 인조가죽 교체|회의실 테이블 패드 교체|회의실 테이블 가죽 교체|회의실 테이블 천갈이|대형 테이블 패드 교체|테이블 인조가죽 교체|사무실 테이블 리폼|가죽 리폼|서울 구로구|리스토리 스튜디오,구로 회의실 대형 테이블 상판 인조가죽 패드 교체,"서울 구로구 회의실 대형 테이블 상판 패드 교체 사례입니다. 검정 인조가죽 패드 표면에 벗겨짐과 긁힘이 넓게 보이던 상태에서, 기존 패드를 분리하고 새 검정 인조가죽 원단으로 교체해 회의실 테이블을 다시 깔끔하게 정리했습니다.",https://www.restorystudio.co.kr/cases/case-085,true,true,240,구로 회의실 대형 테이블 상판 인조가죽 패드 교체,0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,낮음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
/cases/case-084,case,"용산 싱크대 상부장 처짐, 추락 직전이었던 상부장을 시공목 재고정으로 복구했습니다",상부장 처짐,싱크대 수리,서울 용산구,용산 싱크대 상부장 처짐,용산 싱크대 상부장 추락|용산 싱크대 수리|용산 상부장 수리|서울 상부장 처짐|싱크대 상부장 처짐|싱크대 상부장 추락|시공목 보강|시공목 재고정|싱크대 수리|서울 용산구|리스토리 스튜디오,"용산 싱크대 상부장 처짐, 추락 직전이었던 상부장을 시공목 재고정으로 복구했습니다",서울 용산구 싱크대 상부장 처짐 수리 사례입니다. 벽에 고정되어 있던 시공목이 분리되면서 상부장이 앞으로 기울어 추락 직전 상태였습니다. 시공목을 다시 벽체에 단단히 고정하고 깨진 상부장까지 복구해 약 2시간 만에 안전하게 사용할 수 있도록 마무리했습니다.,https://www.restorystudio.co.kr/cases/case-084,true,true,226,"용산 싱크대 상부장 처짐, 추락 직전이었던 상부장을 시공목 재고정으로 복구했습니다",0,0,0,0,0,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,카카오톡 채널 또는 전화 연결(구성 파일 확인 필요),,true,SSG generateStaticParams,,확인 필요,확인 필요,낮음/확인 필요,"lib/case-data.tsx, app/cases/[id]/page.tsx"
